Initial_Weight,Final_Weight,Height,Age,Gender
170,165,64,26,female
145,147,63,20,female
200,200,67,60,male
216,217,65,55,female
203,203,63,64,female
145,140,68,20,female
160,160,64,59,female
310,316,72,50,male
220,212.1,64,33,female
164,149.5,68,54,female
135,129.5,62,48,female
157,158,67,65,female
158,158,65,21,female
232,232,74,49,male
206,211,64,32,female
250,247,70,19,male
214,212,65,38,female
248,218,64,33,female
250,250,67,51,female
198,186,65,52,female
180,172.8,68,26,female
140,139,63,42,female
240.5,228,69,76,male
166,166,64,35,female
178,173,65,55,female
175,171,64,53,female
204,204,69,53,male
199,199,67,43,female
155,155,62,56,female
237,224.4,67,51,female
168,168.45,69,53,female
185,189,66,59,male
270,260,75,38,male
190,190,68,18,male
240,240,65,56,female
213,207,68,66,female
224,219.8,66,47,female
157,157,66,55,female
236,236,66,62,female
170,163,65,40,female
227,224,73,45,male
299,299,69,33,female
277,277,66,43,female
250,240,70,26,male
239,239,60,47,female
190,190,65,31,female
125,125,60,35,female
165.66,179,62,44,female
278,247,65,54,female
165,165,67,43,female
168,69.5,65,28,female
174,173,60,39,female
204,204,72,60,male
230,230,68,61,male
201,201,65,43,female
132,124.2,65,32,female
135,127.6,67,37,female
186,186,65,44,female
273,269.2,69,48,male
121,121,61,49,female
205,170.6,68,46,female
218,213,64,33,female
195,195,73,51,male
155,146.6,68,29,female
125,123,63,42,female
127,125.2,61,43,female
136,132,61,59,female
130,130,65,44,female
260,239,67,59,female
218,213,67,30,male
190,190,63,33,female
186,186,68,33,female
138,140,66,46,female
149,144.2,68,23,female
180,188,70,55,female
189,189,63,62,female
138,132,64,42,female
218.4,206.9,65,59,female
285,285,63,44,female
300,300,65,56,female
142,140,65,25,female
212,212,65,44,female
390,396,73,39,male
225,218.4,65,44,female
165,165,63,55,female
207,236,73,64,male
202,199,67,31,female
170,164.5,67,29,female
194,175.6,70,31,male
182,176.2,67,30,male
168,168,67,62,female
191,191,67,36,female
150,152,60,40,female
118,118,68,61,female
177,177,59,33,female
252,252,66,42,female
134,132.2,61,60,female
252.2,261.6,70,27,male
189,180,65,41,female
167,164.2,67,60,female
185.6,169.6,68,39,male
204,194,67,45,female
128,126,60,37,female
182,182,62,56,female
180,180,68,21,female
138,138,63,23,female
151,151,65,42,female
140,140,67,57,female
189,189,68,66,female
140,140,66,40,female
250,243.6,64,34,female
125,125,62,49,female
239,226.2,73,35,male
154,152,62,65,female
136,132.5,63,34,female
199,200.4,69,44,female
270,265,70,19,male
190,190,64,41,female
170,170,64,55,female
206,217.2,64,48,female
190,190,63,74,female
222,204.6,65,47,female
182,182,65,36,female
142,142,59,69,female
195,186.4,76,31,male
211,209.8,70,38,male
356,332,67,31,female
156,152.5,65,55,female
255,255,72,46,male
183,170,63,63,female
174,178,63,28,female
141,138,64,58,female
248,234.7,68,52,male
152,152,62,40,female
219.56,220,74,32,male
200,200,64,63,female
230,230,65,49,female
130,125,58,84,female
180,180,63,43,female
299,289,74,52,male
230,235,65,51,female
182,179,63,59,female
185,180,67,24,male
162,162,65,27,female
160,146.5,66,30,female
196,195.4,64,33,female
350,336,65,64,female
236,238.5,69,60,male
232.7,228,69,30,male
195,195,63,54,female
210,200.7,69,40,male
325,296,64,48,female
200,200,69,49,male
227,227,64,73,female
180,180,69,26,male
157,156.6,69,16,female
211.4,205.5,63,33,female
284,270.4,63,28,female
168.5,165,62,43,female
152,154,65,49,female
158,139,68,34,female
160,160,65,39,female
150,149,65,43,female
295,277,73,59,male
191,186.5,66,54,female
132,129.8,67,43,female
186,182.5,64,61,female
123,123,68,39,female
223,223,65,49,female
132,126.8,65,21,female
184,181.4,63,48,female
169,169,69,46,female
148,148,62,53,female
169,158,63,41,female
173,173,62,63,female
308,308,62,26,female
223.4,221.1,64,45,female
207,207,61,36,female
174.4,170,60,49,female
190,190,66,24,female
149.6,148.6,64,48,female
216,203,70,49,male
337,334,74,44,female
272,253,63,45,female
162,162,67,35,female
125,126,62,66,female
200,185,70,30,female
135,135,62,44,female
229,230,71,51,male
340,340,64,47,female
165,165,62,47,female
192,189,69,73,female
151,151,63,60,female
220,215.6,69,25,female
185,185,64,37,female
267,267,64,55,female
183,183,67,29,female
246,243,68,39,female
162,159,64,49,female
185,185,66,36,female
189,191.8,67,64,male
165,145,65,31,female
307,269,64,49,female
280,279,70,39,male
147,139,62,33,female
142,137,68,22,female
161,161,66,65,female
198,192,65,52,female
189,189,66,49,female
209,209,64,49,female
175,175,67,42,female
168,168,68,34,female
237,225,69,63,male
197,193.4,63,45,female
197,208.9,66,40,female
396,396,78,32,male
143,141,61,39,female
161.6,162.6,67,63,female
227,219,66,38,female
252,239.8,70,52,male
212,192.8,65,33,female
210,196,63,67,female
180,193,68,39,female
240,238,74,38,male
180,178,62,55,female
125,127,65,39,female
170,160.2,66,51,female
163,163,68,34,female
241,187.6,64,40,female
196,196,64,35,female
290,290,71,55,male
220,221.5,69,26,male
142,140,66,23,female
259.45,259.45,67,41,female
133,123,63,34,female
205,205,65,30,female
204,204,67,56,female
136,140,62,51,female
300,300,67,58,female
300,288,70,53,male
224,221.5,66,52,female
122,122,64,28,female
259,248.8,66,49,female
173,172,62,47,female
227,227,69,53,male
131,131,66,34,female
204,207,65,44,female
245,243.6,70,28,female
353,337.6,68,60,female
158.5,158.5,66,40,female
169,178.5,67,35,female
147,151.6,63,43,female
269,255,72,55,male
162,162,64,48,female
175,175,63,61,female
196,197,68,42,female
150,150,64,50,female
197,197,62,57,female
196,196,64,29,female
140,140,63,20,female
265,254,65,32,female
191,191,63,49,female
370,324,66,55,female
159,158,68,61,male
234,234,70,61,male
285,280,65,44,female
164,164,62,32,female
136.2,135.2,65,44,female
160,162,66,48,female
206,210,66,30,female
193,192.8,63,54,female
299,274.4,72,23,male
189,189,64,35,female
168,168,65,54,female
167,166,67,62,female
110,110,62,53,female
130,193.6,66,37,female
150,150,63,50,female
200,200,66,66,female
250,250,70,45,male
167,167,68,39,female
240,240,71,39,male
170,150,63,40,female
145,141,68,32,female
179,179,70,26,male
317,317,66,41,female
195,210,63,34,female
185.5,168,68,37,female
165,160.8,61,35,female
186,175,71,36,female
195,189,63,57,female
328,305,65,57,female
243,242,66,31,female
180,176,63,48,female
177,160,65,36,female
212,215,68,44,male
180,178.8,65,49,female
196,196,71,56,female
182,172.3,66,42,female
167,167,67,47,female
183,178,62,69,female
190,189,65,44,female
102,102.3,62,30,female
235,235,68,65,male
167,167,64,61,female
208,176,70,35,male
164,162,63,36,female
180,180,73,27,male
166,168,68,44,female
152,99,64,34,female
295,276,65,71,female
175,168.5,61,56,female
147.62,150,65,51,female
228,225,64,46,female
209,209,65,74,female
289,277,73,54,male
245,244.8,74,33,male
260,244,66,63,female
157,142,69,31,female
234,239.8,74,43,male
72,157,65,41,female
175,170.6,64,36,female
175,175,67,59,female
225,221.4,68,52,female
187,186.5,65,67,female
195,185,72,58,male
240,240,75,62,male
178.6,175.2,70,47,female
195,190,65,22,female
205,201.6,66,33,female
133,127.5,64,33,female
150,147,66,31,female
178,175,71,36,female
162,156.8,66,37,female
168,174.8,64,23,female
248,240,70,42,male
205,194,62,63,female
155,156.5,69,49,female
205,195,63,57,female
196,193,62,49,female
245,245,74,74,male
260,254,70,51,male
165,165,59,44,female
132.5,119.5,60,56,female
178,165.8,63,35,female
172.4,140.6,67,31,female
148,148,64,37,female
120,118.2,65,41,female
127,124,63,40,female
218,203.8,63,61,female
268,266,71,52,male
301,301,65,45,female
240,240,69,54,male
212.5,204.2,69,41,female
152,149,67,40,female
148,153,65,22,female
247,244.5,74,64,male
130,114,64,44,female
175,170,67,48,female
215,196.5,66,60,male
230,226,69,56,male
245,245,68,28,male
277,275.4,62,47,female
254,254,59,56,female
250,250,65,35,female
200,200,70,33,female
162,154,65,55,female
220,222,67,54,female
220,192,70,40,male
172,171,63,36,female
187,184,64,50,female
141,141,65,55,female
168,155,67,43,female
180,180,62,60,female
234,228,71,40,female
187,182.4,64,48,female
220,211.5,60,54,female
400,400,65,56,female
262,169.3,64,56,female
234,230.5,62,46,female
248,248,71,45,male
174,156.2,66,34,female
220,220,64,40,female
177,174.5,68,57,female
132,135,63,30,female
150,150,65,23,female
215,205,66,46,female
262,261,67,50,female
207,231,70,41,female
229,229,71,47,female
325,293,67,43,female
150,150,69,30,female
180,143.8,64,43,female
250,250,65,51,female
127,127,61,61,female
188,188,67,36,female
144.8,141.6,62,58,female
314,314,66,48,female
219,226.5,77,33,male
175,171.5,67,55,female
183,177,68,50,male
204,204,62,73,female
310,303,75,47,male
223,218,67,28,female
120,120,63,52,female
202,202,63,73,female
215,216,72,54,male
231,231,67,52,female
125,125,65,21,female
148,135,63,33,female
235,235,72,63,male
130,129,64,42,female
157,157,66,38,female
299,225,73,44,male
166,161.4,62,49,female
220,220,64,32,female
138,134,61,50,female
186,186,68,32,female
152,176,64,26,female
158,147,66,56,female
173,167.5,66,52,female
165,165,64,56,female
139,133,63,57,female
225,224,66,54,female
180,180,64,61,female
168,164,67,22,female
114,114,64,62,female
230,223,73,31,male
183,180,67,24,female
284,271,65,23,female
159,157,62,49,female
246,239.5,66,64,female
218,216.4,63,42,female
145,141.6,65,35,female
240,240,74,50,male
148,148,68,38,female
238,238,64,33,female
264,264,67,55,female
185,185,73,43,male
198,179.4,64,61,female
183,183,61,41,female
135,131.5,65,46,female
140,140,66,60,female
266,253.6,65,51,female
245,252.5,70,52,female
200,199,64,52,female
150,151,65,36,female
160,157,64,39,female
170,161.8,65,53,female
156,156,66,47,female
196,161.2,63,38,female
255,250,64,29,female
117,117,62,63,female
275,270,72,34,male
232,228,65,68,female
225,225,67,52,female
162,162,64,47,female
146,146,60,36,female
155,155,64,62,female
178,173,68,36,female
237.4,233.5,72,54,male
182,182,68,36,female
181,181,66,27,female
206,206,70,20,male
214,214,64,41,male
241,236,72,55,male
250,214,67,30,female
156,156,67,42,female
227,224.6,69,54,male
171,171,65,52,female
240,233,65,44,female
222,238,68,60,male
239,233,67,47,female
240,234,69,31,female
126,124,65,43,female
135,135,64,35,female
153,144,61,60,female
134,124,65,23,female
190,190,61,46,female
225,223,65,49,female
197,194,69,65,male
196,205,65,48,female
315,299.8,64,62,female
173,173,62,34,female
280,277.6,64,53,female
192,186,69,59,female
167,144.2,67,34,male
215,215,75,23,male
550,489,72,36,female
256,256,69,62,female
220,220,64,13,female
187,185.6,65,43,male
235,232,71,53,male
156,152,64,61,female
174,174,66,44,female
191,188.5,69,60,male
243,237,63,45,female
247,235,64,52,female
239,234,63,47,female
177,175.4,65,48,female
170,170,73,35,male
123,145.4,66,25,female
130,130,64,56,female
206,189,72,40,male
282,269,75,47,male
150,150,63,44,female
160,156,66,37,male
200,191,65,56,female
356.2,336.8,69,59,female
216,213.5,65,46,female
135.74,155.4,67,51,female
175,175,60,44,female
210,200,66,55,female
264,264,71,35,male
165,160.4,66,39,female
270,237,68,27,male
164,165,70,37,female
214,211.8,65,31,female
291.6,283.2,73,62,male
200,212,64,59,female
177,146,60,27,female
226,220.5,76,66,male
187,173,65,52,female
213,190,66,36,female
205,214,67,62,male
245,242,67,53,male
198,198,72,35,male
138,127.75,64,58,female
173,132.8,64,61,female
170.5,180.5,59,64,female
271,287,70,39,female
197.8,185.4,78,61,male
150,145,67,53,female
135,134,60,66,female
255,255,74,54,male
154.5,141,63,26,female
269.5,280.91,71,43,male
197,193,65,40,female
181,172,63,45,female
232,229.4,66,63,female
180,180,68,54,male
255,246.9,68,54,female
200,157,68,53,male
317,311,68,36,female
222,222,63,17,female
150,133.4,62,33,female
212,207,69,36,male
188,178,66,55,female
205,197,70,62,male
181,178.2,67,39,female
223.02,204.6,65,44,female
169,166.6,62,46,female
151,152,64,44,female
250,250,65,39,female
182,169,65,55,female
228,228,68,40,female
190,186.6,63,46,female
182,182.4,63,52,female
208,208,63,53,female
295,295,73,59,male
385,302,66,49,female
310,300,67,43,female
137.6,136,65,36,female
123,123,57,78,female
122,122.4,49,9,male
186,181.6,64,69,male
240,240,66,69,female
259.5,243.2,64,57,female
181,176,64,51,female
177.2,184.6,68,52,female
240,240,71,57,male
149,149,63,44,female
145,156,66,17,female
166,168,66,26,female
224,225,69,42,male
148,151,66,25,female
219,206,72,50,male
218,226,64,39,female
173.8,169.9,62,48,female
249,247,65,45,female
143,143,63,61,female
227,227,65,31,female
302,296,69,47,female
183,183,67,58,female
153,148,66,52,female
192,192,67,64,female
137,137,64,47,female
149,149,62,52,female
133,140,64,25,female
259,256.8,66,39,female
200,200,67,31,female
190,181.4,62,29,female
185,176.2,72,25,male
193,191,69,34,male
162,162,64,38,female
200,208,63,44,female
160,160,63,57,male
205,204,68,33,male
209,209,63,69,female
171,165.5,64,53,female
142,142,65,44,female
219,214.8,73,23,male
202,195,66,52,female
135,130.2,66,32,female
196,182,69,28,female
193,192,63,48,female
152.5,136.5,67,53,female
194,194,62,52,female
178,154,68,62,female
235.51,235.51,72,58,male
220,220,68,66,male
187,187.6,63,66,female
155,155,71,50,female
158,149.2,64,28,female
208,197,63,35,female
297,297,70,53,male
290,290,72,49,male
217,211.5,61,44,female
170,170,66,48,female
175,175,69,43,female
150,150.9,65,53,female
140,140,71,27,female
252,238,66,63,female
156,156,63,43,female
222,235.5,66,34,female
213,212,72,43,female
140,140,67,41,female
245,232,67,24,female
140,138,60,32,female
175,160.8,66,45,female
225,225,70,32,female
170,173,72,30,male
183,185.2,67,38,female
178,178,63,32,female
188,184,65,29,female
18,188,65,46,female
154,137,62,63,female
193,189.64,66,51,female
168,169.5,64,59,female
187,187,63,60,female
123,126,64,38,female
350,350,63,65,female
200,200,66,53,female
190,199.3,65,33,female
240,232,62,38,female
136,136,63,47,female
190,190,63,62,female
200,200,72,39,female
188,194,62,63,female
187,187,71,49,male
293,143.2,70,28,female
143.7,144.2,60,37,female
390,390,70,53,male
201,203,68,24,female
224,224,69,55,male
156,156,61,39,female
144,136,66,24,female
138,131.8,60,30,female
250,254,65,64,female
239,236,62,54,female
175,175,65,25,female
171,145,65,62,female
115,115,60,36,female
253,248,73,40,male
237,237,64,56,female
244,255,73,32,male
142,129,69,46,female
355,321,73,63,male
204,207.1,71,40,male
209,200,71,40,male
150,146.6,65,40,female
248,248,69,39,female
368,320.6,76,54,male
310,310,72,38,female
237,227,68,45,male
156,164,65,34,female
127,124,60,67,female
165,162.4,67,57,female
177,156.5,68,37,female
197,199.2,68,57,female
170,170.2,70,38,female
244,236,66,26,female
299,301.6,66,28,female
122,122,59,43,female
169,158,64,73,female
280,296.5,63,42,female
176,176.5,64,28,female
212,215,67,49,female
269,242,66,43,female
182,182,62,36,female
135,135,64,36,female
168,168,63,39,female
260,259.6,71,69,male
179,174,62,27,female
210,207,67,53,female
195,195,67,50,female
224,224,67,38,female
206,206,64,51,female
140,146,60,27,female
138,137,62,23,female
240,240,65,50,female
167,162,70,42,female
189,186,62,36,female
222,222,62,41,female
192,202,65,37,female
175,175,65,60,female
154,154,61,63,female
292,266,79,50,male
155,155,65,28,female
188,165,71,39,female
175,175,66,32,female
228,225,70,73,male
213,213,58,54,female
325,286.4,74,46,male
182,182,60,65,female
149,122,63,31,female
198,198,65,59,female
200,200,64,56,female
240,245,64,62,female
267,258,72,51,male
194.2,205.1,64,29,female
140,140,64,49,female
225,177.2,64,51,female
211,207,63,57,female
218,225,65,63,female
225,220,74,49,male
234,234.5,67,67,female
199,174,69,63,female
130,124,65,49,female
194,162.5,59,35,female
191,189.4,65,60,male
260,257.7,66,29,male
179,179,63,48,female
220,220,62,39,female
215,215.5,66,40,female
211,212,64,68,female
127,128,67,33,female
169,169,66,59,female
129,129,61,16,female
145,145.8,63,49,female
296,289,68,29,female
218,200.5,66,47,female
155,155,65,53,female
145,148,67,25,male
297,290,64,44,female
174,169.2,69,34,female
200,200,68,44,female
180,180,66,56,female
265,265,73,62,male
300,241.4,69,37,male
275.9,274,69,38,female
300,289,67,73,male
200,196.6,67,50,female
157,162.8,62,39,female
257,240,67,46,female
117,117,60,55,female
227.8,219.2,68,35,female
330,297.4,65,33,male
254,229.4,65,54,female
140,142.3,63,45,female
140,138,64,46,female
190,190,64,81,female
186,186,63,68,female
191,194.6,66,34,female
208,208,63,59,female
214,195,61,42,female
186,179.8,73,25,male
177,169.5,70,30,female
155,155,69,21,female
184,177.4,64,61,female
144,142,63,47,female
146,152,65,32,female
210,194,67,30,female
243,236,70,65,male
192,182.6,67,23,female
143,138,68,36,female
190,192.9,65,40,female
201,201,63,30,female
270,267,68,44,female
169.4,167.2,69,57,male
172,170,68,54,male
211,193.5,68,55,female
257,257,69,39,male
240,238,70,55,male
237,237,63,47,female
156,156,64,33,female
197,197,62,63,female
178,166.5,64,49,female
150,143,62,53,female
180,180,66,50,female
167,167,60,33,female
178,178,65,41,female
150,150,64,33,female
249.1,228.5,65,60,female
228,228,72,41,male
205,178,69,72,male
220,220,74,44,male
159.2,148.4,67,38,female
223,226.2,66,62,female
254,254,65,56,female
238,243.98,67,62,male
216,208,73,51,male
252,251,70,54,male
140,137.6,68,35,female
